timestamp,price,volume,open,high,low,close
2024-01-01 10:23:00,153.0,1290,153.0,153.0,153.0,153.0
2024-01-01 10:24:00,149.03,1922,149.03,149.03,149.03,149.03
2024-01-01 10:25:00,150.03,4231,150.03,150.03,150.03,150.03
2024-01-01 10:26:00,152.97,5101,152.97,152.97,152.97,152.97
2024-01-01 10:27:00,150.95,2857,150.95,150.95,150.95,150.95
2024-01-01 10:28:00,150.42,1220,150.42,150.42,150.42,150.42
2024-01-01 10:29:00,153.61,1266,153.61,153.61,153.61,153.61
2024-01-01 10:30:00,153.87,6915,153.87,153.87,153.87,153.87
2024-01-01 10:31:00,153.19,3147,153.19,153.19,153.19,153.19
2024-01-01 10:32:00,155.41,1818,155.41,155.41,155.41,155.41
2024-01-01 10:33:00,148.87,2486,148.87,148.87,148.87,148.87
2024-01-01 10:34:00,153.73,3666,153.73,153.73,153.73,153.73
2024-01-01 10:35:00,154.42,2401,154.42,154.42,154.42,154.42
2024-01-01 10:36:00,157.64,2382,157.64,157.64,157.64,157.64
2024-01-01 10:37:00,152.9,706,152.9,152.9,152.9,152.9
2024-01-01 10:38:00,154.5,100,154.5,154.5,154.5,154.5
2024-01-01 10:39:00,160.78,506,160.78,160.78,160.78,160.78
2024-01-01 10:40:00,152.22,100,152.22,152.22,152.22,152.22
2024-01-01 10:41:00,152.06,203,152.06,152.06,152.06,152.06
2024-01-01 10:42:00,158.38,364,158.38,158.38,158.38,158.38
2024-01-01 10:43:00,151.54,100,151.54,151.54,151.54,151.54
2024-01-01 10:44:00,160.94,1521,160.94,160.94,160.94,160.94
2024-01-01 10:45:00,148.07,2378,148.07,148.07,148.07,148.07
2024-01-01 10:46:00,152.85,122,152.85,152.85,152.85,152.85
2024-01-01 10:47:00,155.37,788,155.37,155.37,155.37,155.37
2024-01-01 10:48:00,153.03,432,153.03,153.03,153.03,153.03
2024-01-01 10:49:00,159.26,1619,159.26,159.26,159.26,159.26
2024-01-01 10:50:00,155.18,1419,155.18,155.18,155.18,155.18
2024-01-01 10:51:00,149.83,660,149.83,149.83,149.83,149.83
2024-01-01 10:52:00,153.58,154,153.58,153.58,153.58,153.58
2024-01-01 10:53:00,144.94,285,144.94,144.94,144.94,144.94
2024-01-01 10:54:00,148.48,1435,148.48,148.48,148.48,148.48
2024-01-01 10:55:00,152.89,704,152.89,152.89,152.89,152.89
2024-01-01 10:56:00,154.41,2912,154.41,154.41,154.41,154.41
2024-01-01 10:57:00,151.76,109,151.76,151.76,151.76,151.76
2024-01-01 10:58:00,154.2,1322,154.2,154.2,154.2,154.2
2024-01-01 10:59:00,155.16,736,155.16,155.16,155.16,155.16
2024-01-01 11:00:00,153.11,1183,153.11,153.11,153.11,153.11
2024-01-01 11:01:00,154.92,4873,154.92,154.92,154.92,154.92
2024-01-01 11:02:00,154.04,576,154.04,154.04,154.04,154.04
2024-01-01 11:03:00,153.77,188,153.77,153.77,153.77,153.77
2024-01-01 11:04:00,158.57,3149,158.57,158.57,158.57,158.57
2024-01-01 11:05:00,158.45,497,158.45,158.45,158.45,158.45
2024-01-01 11:06:00,157.79,2466,157.79,157.79,157.79,157.79
2024-01-01 11:07:00,155.93,697,155.93,155.93,155.93,155.93
2024-01-01 11:08:00,154.01,4005,154.01,154.01,154.01,154.01
2024-01-01 11:09:00,155.6,2084,155.6,155.6,155.6,155.6
2024-01-01 11:10:00,155.25,3492,155.25,155.25,155.25,155.25
2024-01-01 11:11:00,160.45,578,160.45,160.45,160.45,160.45
2024-01-01 11:12:00,155.82,100,155.82,155.82,155.82,155.82
2024-01-01 11:13:00,157.69,4511,157.69,157.69,157.69,157.69
2024-01-01 11:14:00,162.43,892,162.43,162.43,162.43,162.43
2024-01-01 11:15:00,153.89,1674,153.89,153.89,153.89,153.89
2024-01-01 11:16:00,158.98,2338,158.98,158.98,158.98,158.98
2024-01-01 11:17:00,156.76,100,156.76,156.76,156.76,156.76
2024-01-01 11:18:00,150.35,3279,150.35,150.35,150.35,150.35
2024-01-01 11:19:00,154.5,231,154.5,154.5,154.5,154.5
2024-01-01 11:20:00,158.76,159,158.76,158.76,158.76,158.76
2024-01-01 11:21:00,157.93,113,157.93,157.93,157.93,157.93
2024-01-01 11:22:00,158.77,127,158.77,158.77,158.77,158.77
2024-01-01 11:23:00,152.93,2513,152.93,152.93,152.93,152.93
2024-01-01 11:24:00,155.0,130,155.0,155.0,155.0,155.0
2024-01-01 11:25:00,158.2,828,158.2,158.2,158.2,158.2
2024-01-01 11:26:00,156.66,948,156.66,156.66,156.66,156.66
2024-01-01 11:27:00,158.53,2055,158.53,158.53,158.53,158.53
2024-01-01 11:28:00,158.88,704,158.88,158.88,158.88,158.88
2024-01-01 11:29:00,159.49,379,159.49,159.49,159.49,159.49
2024-01-01 11:30:00,157.55,7435,157.55,157.55,157.55,157.55
2024-01-01 11:31:00,157.84,5225,157.84,157.84,157.84,157.84
2024-01-01 11:32:00,164.22,1784,164.22,164.22,164.22,164.22
2024-01-01 11:33:00,163.94,1316,163.94,163.94,163.94,163.94
2024-01-01 11:34:00,156.99,1451,156.99,156.99,156.99,156.99
2024-01-01 11:35:00,155.0,934,155.0,155.0,155.0,155.0
2024-01-01 11:36:00,160.5,121,160.5,160.5,160.5,160.5
2024-01-01 11:37:00,158.07,555,158.07,158.07,158.07,158.07
2024-01-01 11:38:00,159.14,266,159.14,159.14,159.14,159.14
2024-01-01 11:39:00,153.66,4048,153.66,153.66,153.66,153.66
2024-01-01 11:40:00,157.77,2495,157.77,157.77,157.77,157.77
2024-01-01 11:41:00,152.8,5255,152.8,152.8,152.8,152.8
2024-01-01 11:42:00,159.03,948,159.03,159.03,159.03,159.03
2024-01-01 11:43:00,153.48,100,153.48,153.48,153.48,153.48
2024-01-01 11:44:00,158.93,10000,158.93,158.93,158.93,158.93
2024-01-01 11:45:00,158.23,2197,158.23,158.23,158.23,158.23
2024-01-01 11:46:00,157.28,124,157.28,157.28,157.28,157.28
2024-01-01 11:47:00,158.27,233,158.27,158.27,158.27,158.27
2024-01-01 11:48:00,161.19,399,161.19,161.19,161.19,161.19
2024-01-01 11:49:00,159.32,661,159.32,159.32,159.32,159.32
2024-01-01 11:50:00,158.52,1720,158.52,158.52,158.52,158.52
2024-01-01 11:51:00,164.67,1883,164.67,164.67,164.67,164.67
2024-01-01 11:52:00,155.78,100,155.78,155.78,155.78,155.78
2024-01-01 11:53:00,160.73,1095,160.73,160.73,160.73,160.73
2024-01-01 11:54:00,157.77,100,157.77,157.77,157.77,157.77
2024-01-01 11:55:00,162.18,448,162.18,162.18,162.18,162.18
2024-01-01 11:56:00,161.31,385,161.31,161.31,161.31,161.31
2024-01-01 11:57:00,163.13,454,163.13,163.13,163.13,163.13
2024-01-01 11:58:00,161.59,2687,161.59,161.59,161.59,161.59
2024-01-01 11:59:00,153.6,553,153.6,153.6,153.6,153.6
2024-01-01 12:00:00,158.68,358,158.68,158.68,158.68,158.68
2024-01-01 12:01:00,154.87,100,154.87,154.87,154.87,154.87
2024-01-01 12:02:00,155.62,381,155.62,155.62,155.62,155.62
2024-01-01 12:03:00,158.83,991,158.83,158.83,158.83,158.83
2024-01-01 12:04:00,157.88,100,157.88,157.88,157.88,157.88
2024-01-01 12:05:00,157.53,175,157.53,157.53,157.53,157.53
2024-01-01 12:06:00,154.67,407,154.67,154.67,154.67,154.67
2024-01-01 12:07:00,164.83,100,164.83,164.83,164.83,164.83
2024-01-01 12:08:00,160.49,100,160.49,160.49,160.49,160.49
2024-01-01 12:09:00,158.85,1476,158.85,158.85,158.85,158.85
2024-01-01 12:10:00,156.93,211,156.93,156.93,156.93,156.93
2024-01-01 12:11:00,158.44,866,158.44,158.44,158.44,158.44
2024-01-01 12:12:00,156.92,1238,156.92,156.92,156.92,156.92
2024-01-01 12:13:00,160.1,645,160.1,160.1,160.1,160.1
2024-01-01 12:14:00,155.52,533,155.52,155.52,155.52,155.52
2024-01-01 12:15:00,153.63,282,153.63,153.63,153.63,153.63
2024-01-01 12:16:00,157.93,349,157.93,157.93,157.93,157.93
2024-01-01 12:17:00,156.55,114,156.55,156.55,156.55,156.55
2024-01-01 12:18:00,158.93,1022,158.93,158.93,158.93,158.93
2024-01-01 12:19:00,158.43,100,158.43,158.43,158.43,158.43
2024-01-01 12:20:00,165.88,1231,165.88,165.88,165.88,165.88
2024-01-01 12:21:00,155.85,300,155.85,155.85,155.85,155.85
2024-01-01 12:22:00,163.11,761,163.11,163.11,163.11,163.11
2024-01-01 12:23:00,154.47,100,154.47,154.47,154.47,154.47
2024-01-01 12:24:00,157.41,157,157.41,157.41,157.41,157.41
2024-01-01 12:25:00,156.88,171,156.88,156.88,156.88,156.88
2024-01-01 12:26:00,150.98,3634,150.98,150.98,150.98,150.98
2024-01-01 12:27:00,157.91,3140,157.91,157.91,157.91,157.91
2024-01-01 12:28:00,159.16,268,159.16,159.16,159.16,159.16
2024-01-01 12:29:00,160.01,2385,160.01,160.01,160.01,160.01
2024-01-01 12:30:00,164.44,295,164.44,164.44,164.44,164.44
2024-01-01 12:31:00,156.65,351,156.65,156.65,156.65,156.65
2024-01-01 12:32:00,159.6,249,159.6,159.6,159.6,159.6
2024-01-01 12:33:00,158.99,306,158.99,158.99,158.99,158.99
2024-01-01 12:34:00,154.61,590,154.61,154.61,154.61,154.61
2024-01-01 12:35:00,156.13,369,156.13,156.13,156.13,156.13
2024-01-01 12:36:00,156.29,1029,156.29,156.29,156.29,156.29
2024-01-01 12:37:00,159.84,574,159.84,159.84,159.84,159.84
2024-01-01 12:38:00,153.23,2387,153.23,153.23,153.23,153.23
2024-01-01 12:39:00,159.45,2507,159.45,159.45,159.45,159.45
2024-01-01 12:40:00,159.69,1659,159.69,159.69,159.69,159.69
2024-01-01 12:41:00,159.55,202,159.55,159.55,159.55,159.55
2024-01-01 12:42:00,157.51,1516,157.51,157.51,157.51,157.51
2024-01-01 12:43:00,159.27,400,159.27,159.27,159.27,159.27
2024-01-01 12:44:00,158.01,1526,158.01,158.01,158.01,158.01
2024-01-01 12:45:00,152.9,559,152.9,152.9,152.9,152.9
2024-01-01 12:46:00,161.97,628,161.97,161.97,161.97,161.97
2024-01-01 12:47:00,159.63,435,159.63,159.63,159.63,159.63
2024-01-01 12:48:00,161.28,880,161.28,161.28,161.28,161.28
2024-01-01 12:49:00,154.19,134,154.19,154.19,154.19,154.19
2024-01-01 12:50:00,160.38,686,160.38,160.38,160.38,160.38
2024-01-01 12:51:00,159.65,148,159.65,159.65,159.65,159.65
2024-01-01 12:52:00,155.89,1226,155.89,155.89,155.89,155.89
2024-01-01 12:53:00,159.21,1293,159.21,159.21,159.21,159.21
2024-01-01 12:54:00,157.86,1549,157.86,157.86,157.86,157.86
2024-01-01 12:55:00,158.26,1436,158.26,158.26,158.26,158.26
2024-01-01 12:56:00,157.6,1152,157.6,157.6,157.6,157.6
2024-01-01 12:57:00,161.38,1065,161.38,161.38,161.38,161.38
2024-01-01 12:58:00,154.15,381,154.15,154.15,154.15,154.15
2024-01-01 12:59:00,153.77,557,153.77,153.77,153.77,153.77
2024-01-01 13:00:00,159.95,850,159.95,159.95,159.95,159.95
2024-01-01 13:01:00,160.27,1789,160.27,160.27,160.27,160.27
2024-01-01 13:02:00,160.74,248,160.74,160.74,160.74,160.74
2024-01-01 13:03:00,165.82,827,165.82,165.82,165.82,165.82
2024-01-01 13:04:00,161.0,3896,161.0,161.0,161.0,161.0
2024-01-01 13:05:00,157.5,6283,157.5,157.5,157.5,157.5
2024-01-01 13:06:00,168.06,763,168.06,168.06,168.06,168.06
2024-01-01 13:07:00,160.08,2435,160.08,160.08,160.08,160.08
2024-01-01 13:08:00,163.03,3785,163.03,163.03,163.03,163.03
2024-01-01 13:09:00,156.14,2006,156.14,156.14,156.14,156.14
2024-01-01 13:10:00,155.25,903,155.25,155.25,155.25,155.25
2024-01-01 13:11:00,158.97,1034,158.97,158.97,158.97,158.97
2024-01-01 13:12:00,162.07,675,162.07,162.07,162.07,162.07
2024-01-01 13:13:00,165.17,100,165.17,165.17,165.17,165.17
2024-01-01 13:14:00,156.8,4868,156.8,156.8,156.8,156.8
2024-01-01 13:15:00,159.15,133,159.15,159.15,159.15,159.15
2024-01-01 13:16:00,159.74,1357,159.74,159.74,159.74,159.74
2024-01-01 13:17:00,159.81,353,159.81,159.81,159.81,159.81
2024-01-01 13:18:00,159.43,317,159.43,159.43,159.43,159.43
2024-01-01 13:19:00,159.71,1248,159.71,159.71,159.71,159.71
2024-01-01 13:20:00,163.86,871,163.86,163.86,163.86,163.86
2024-01-01 13:21:00,162.91,253,162.91,162.91,162.91,162.91
2024-01-01 13:22:00,159.63,4381,159.63,159.63,159.63,159.63
2024-01-01 13:23:00,154.48,1549,154.48,154.48,154.48,154.48
2024-01-01 13:24:00,157.47,254,157.47,157.47,157.47,157.47
2024-01-01 13:25:00,161.35,100,161.35,161.35,161.35,161.35
2024-01-01 13:26:00,156.69,1671,156.69,156.69,156.69,156.69
2024-01-01 13:27:00,157.08,1586,157.08,157.08,157.08,157.08
2024-01-01 13:28:00,157.7,417,157.7,157.7,157.7,157.7
2024-01-01 13:29:00,160.85,2659,160.85,160.85,160.85,160.85
2024-01-01 13:30:00,163.74,344,163.74,163.74,163.74,163.74
2024-01-01 13:31:00,160.39,100,160.39,160.39,160.39,160.39
2024-01-01 13:32:00,153.54,3347,153.54,153.54,153.54,153.54
2024-01-01 13:33:00,157.33,450,157.33,157.33,157.33,157.33
2024-01-01 13:34:00,163.06,468,163.06,163.06,163.06,163.06
2024-01-01 13:35:00,154.92,1204,154.92,154.92,154.92,154.92
2024-01-01 13:36:00,153.86,4447,153.86,153.86,153.86,153.86
2024-01-01 13:37:00,157.38,3042,157.38,157.38,157.38,157.38
2024-01-01 13:38:00,162.01,2413,162.01,162.01,162.01,162.01
2024-01-01 13:39:00,158.0,469,158.0,158.0,158.0,158.0
2024-01-01 13:40:00,165.55,447,165.55,165.55,165.55,165.55
2024-01-01 13:41:00,159.73,6240,159.73,159.73,159.73,159.73
2024-01-01 13:42:00,155.32,476,155.32,155.32,155.32,155.32
2024-01-01 13:43:00,159.8,480,159.8,159.8,159.8,159.8
2024-01-01 13:44:00,165.03,2655,165.03,165.03,165.03,165.03
2024-01-01 13:45:00,159.93,1376,159.93,159.93,159.93,159.93
2024-01-01 13:46:00,156.35,3687,156.35,156.35,156.35,156.35
2024-01-01 13:47:00,153.94,1097,153.94,153.94,153.94,153.94
2024-01-01 13:48:00,158.17,1386,158.17,158.17,158.17,158.17
2024-01-01 13:49:00,157.42,510,157.42,157.42,157.42,157.42
2024-01-01 13:50:00,163.0,528,163.0,163.0,163.0,163.0
2024-01-01 13:51:00,155.95,1634,155.95,155.95,155.95,155.95
2024-01-01 13:52:00,159.61,362,159.61,159.61,159.61,159.61
2024-01-01 13:53:00,157.64,1028,157.64,157.64,157.64,157.64
2024-01-01 13:54:00,154.33,2210,154.33,154.33,154.33,154.33
2024-01-01 13:55:00,159.49,1749,159.49,159.49,159.49,159.49
2024-01-01 13:56:00,155.28,2564,155.28,155.28,155.28,155.28
2024-01-01 13:57:00,161.77,476,161.77,161.77,161.77,161.77
2024-01-01 13:58:00,154.78,144,154.78,154.78,154.78,154.78
2024-01-01 13:59:00,160.08,307,160.08,160.08,160.08,160.08
2024-01-01 14:00:00,163.62,1976,163.62,163.62,163.62,163.62
2024-01-01 14:01:00,162.13,1767,162.13,162.13,162.13,162.13
2024-01-01 14:02:00,159.31,1008,159.31,159.31,159.31,159.31
2024-01-01 14:03:00,162.09,298,162.09,162.09,162.09,162.09
2024-01-01 14:04:00,163.3,100,163.3,163.3,163.3,163.3
2024-01-01 14:05:00,157.63,3873,157.63,157.63,157.63,157.63
2024-01-01 14:06:00,164.48,2792,164.48,164.48,164.48,164.48
2024-01-01 14:07:00,163.89,100,163.89,163.89,163.89,163.89
2024-01-01 14:08:00,156.76,192,156.76,156.76,156.76,156.76
2024-01-01 14:09:00,161.74,622,161.74,161.74,161.74,161.74
2024-01-01 14:10:00,160.2,568,160.2,160.2,160.2,160.2
2024-01-01 14:11:00,165.35,575,165.35,165.35,165.35,165.35
2024-01-01 14:12:00,163.66,1435,163.66,163.66,163.66,163.66
2024-01-01 14:13:00,161.36,4196,161.36,161.36,161.36,161.36
2024-01-01 14:14:00,165.0,771,165.0,165.0,165.0,165.0
2024-01-01 14:15:00,168.09,3103,168.09,168.09,168.09,168.09
2024-01-01 14:16:00,156.08,2006,156.08,156.08,156.08,156.08
2024-01-01 14:17:00,159.52,656,159.52,159.52,159.52,159.52
2024-01-01 14:18:00,157.7,399,157.7,157.7,157.7,157.7
2024-01-01 14:19:00,160.41,727,160.41,160.41,160.41,160.41
2024-01-01 14:20:00,157.35,4492,157.35,157.35,157.35,157.35
2024-01-01 14:21:00,163.66,4343,163.66,163.66,163.66,163.66
2024-01-01 14:22:00,167.59,274,167.59,167.59,167.59,167.59
2024-01-01 14:23:00,161.03,1403,161.03,161.03,161.03,161.03
2024-01-01 14:24:00,155.92,291,155.92,155.92,155.92,155.92
2024-01-01 14:25:00,158.78,2268,158.78,158.78,158.78,158.78
2024-01-01 14:26:00,159.05,5215,159.05,159.05,159.05,159.05
2024-01-01 14:27:00,164.77,1786,164.77,164.77,164.77,164.77
2024-01-01 14:28:00,161.43,381,161.43,161.43,161.43,161.43
2024-01-01 14:29:00,160.93,1348,160.93,160.93,160.93,160.93
2024-01-01 14:30:00,157.51,3148,157.51,157.51,157.51,157.51
2024-01-01 14:31:00,158.22,3293,158.22,158.22,158.22,158.22
2024-01-01 14:32:00,161.62,1200,161.62,161.62,161.62,161.62
2024-01-01 14:33:00,159.67,699,159.67,159.67,159.67,159.67
2024-01-01 14:34:00,162.7,1027,162.7,162.7,162.7,162.7
2024-01-01 14:35:00,158.31,2857,158.31,158.31,158.31,158.31
2024-01-01 14:36:00,149.47,1346,149.47,149.47,149.47,149.47
2024-01-01 14:37:00,158.27,1699,158.27,158.27,158.27,158.27
2024-01-01 14:38:00,155.03,3163,155.03,155.03,155.03,155.03
2024-01-01 14:39:00,161.81,2851,161.81,161.81,161.81,161.81
2024-01-01 14:40:00,161.48,2721,161.48,161.48,161.48,161.48
2024-01-01 14:41:00,163.61,1445,163.61,163.61,163.61,163.61
2024-01-01 14:42:00,158.7,3191,158.7,158.7,158.7,158.7
2024-01-01 14:43:00,160.25,612,160.25,160.25,160.25,160.25
2024-01-01 14:44:00,158.71,2555,158.71,158.71,158.71,158.71
2024-01-01 14:45:00,160.97,100,160.97,160.97,160.97,160.97
2024-01-01 14:46:00,163.59,5959,163.59,163.59,163.59,163.59
2024-01-01 14:47:00,156.76,1507,156.76,156.76,156.76,156.76
2024-01-01 14:48:00,165.48,169,165.48,165.48,165.48,165.48
2024-01-01 14:49:00,161.79,4944,161.79,161.79,161.79,161.79
2024-01-01 14:50:00,164.98,4032,164.98,164.98,164.98,164.98
2024-01-01 14:51:00,159.73,537,159.73,159.73,159.73,159.73
2024-01-01 14:52:00,160.02,1309,160.02,160.02,160.02,160.02
2024-01-01 14:53:00,164.74,100,164.74,164.74,164.74,164.74
2024-01-01 14:54:00,161.95,100,161.95,161.95,161.95,161.95
2024-01-01 14:55:00,165.44,3449,165.44,165.44,165.44,165.44
2024-01-01 14:56:00,155.63,10000,155.63,155.63,155.63,155.63
2024-01-01 14:57:00,156.31,536,156.31,156.31,156.31,156.31
2024-01-01 14:58:00,162.17,748,162.17,162.17,162.17,162.17
2024-01-01 14:59:00,161.15,3188,161.15,161.15,161.15,161.15
2024-01-01 15:00:00,159.64,8626,159.64,159.64,159.64,159.64
2024-01-01 15:01:00,165.62,1520,165.62,165.62,165.62,165.62
2024-01-01 15:02:00,162.56,783,162.56,162.56,162.56,162.56
2024-01-01 15:03:00,156.08,5993,156.08,156.08,156.08,156.08
2024-01-01 15:04:00,161.64,615,161.64,161.64,161.64,161.64
2024-01-01 15:05:00,161.15,4421,161.15,161.15,161.15,161.15
2024-01-01 15:06:00,161.59,2952,161.59,161.59,161.59,161.59
2024-01-01 15:07:00,160.93,4776,160.93,160.93,160.93,160.93
2024-01-01 15:08:00,157.39,401,157.39,157.39,157.39,157.39
2024-01-01 15:09:00,158.44,671,158.44,158.44,158.44,158.44
2024-01-01 15:10:00,158.61,2616,158.61,158.61,158.61,158.61
2024-01-01 15:11:00,163.36,1114,163.36,163.36,163.36,163.36
2024-01-01 15:12:00,159.88,225,159.88,159.88,159.88,159.88
2024-01-01 15:13:00,159.35,2749,159.35,159.35,159.35,159.35
2024-01-01 15:14:00,163.29,5900,163.29,163.29,163.29,163.29
2024-01-01 15:15:00,157.11,831,157.11,157.11,157.11,157.11
2024-01-01 15:16:00,167.21,3636,167.21,167.21,167.21,167.21
2024-01-01 15:17:00,159.34,1185,159.34,159.34,159.34,159.34
2024-01-01 15:18:00,157.38,1295,157.38,157.38,157.38,157.38
2024-01-01 15:19:00,157.01,2514,157.01,157.01,157.01,157.01
2024-01-01 15:20:00,162.93,669,162.93,162.93,162.93,162.93
2024-01-01 15:21:00,164.29,100,164.29,164.29,164.29,164.29
2024-01-01 15:22:00,165.71,6143,165.71,165.71,165.71,165.71
2024-01-01 15:23:00,163.04,1244,163.04,163.04,163.04,163.04
2024-01-01 15:24:00,160.82,5099,160.82,160.82,160.82,160.82
2024-01-01 15:25:00,166.9,2242,166.9,166.9,166.9,166.9
2024-01-01 15:26:00,159.43,186,159.43,159.43,159.43,159.43
2024-01-01 15:27:00,158.63,6162,158.63,158.63,158.63,158.63
2024-01-01 15:28:00,157.39,4677,157.39,157.39,157.39,157.39
2024-01-01 15:29:00,160.31,2431,160.31,160.31,160.31,160.31
2024-01-01 15:30:00,158.01,10000,158.01,158.01,158.01,158.01
2024-01-02 09:15:00,161.19,667,161.19,161.19,161.19,161.19
2024-01-02 09:16:00,161.36,100,161.36,161.36,161.36,161.36
2024-01-02 09:17:00,155.68,6081,155.68,155.68,155.68,155.68
2024-01-02 09:18:00,163.49,1662,163.49,163.49,163.49,163.49
2024-01-02 09:19:00,156.24,10000,156.24,156.24,156.24,156.24
2024-01-02 09:20:00,166.33,3875,166.33,166.33,166.33,166.33
2024-01-02 09:21:00,160.43,6928,160.43,160.43,160.43,160.43
2024-01-02 09:22:00,158.5,2692,158.5,158.5,158.5,158.5
2024-01-02 09:23:00,164.66,3962,164.66,164.66,164.66,164.66
2024-01-02 09:24:00,158.54,7191,158.54,158.54,158.54,158.54
2024-01-02 09:25:00,158.48,10000,158.48,158.48,158.48,158.48
2024-01-02 09:26:00,159.69,2033,159.69,159.69,159.69,159.69
2024-01-02 09:27:00,159.56,1768,159.56,159.56,159.56,159.56
2024-01-02 09:28:00,160.94,2696,160.94,160.94,160.94,160.94
2024-01-02 09:29:00,156.81,10000,156.81,156.81,156.81,156.81
2024-01-02 09:30:00,156.59,1179,156.59,156.59,156.59,156.59
